branch,document_id,criterion_id,item_uid,clause_id,path,entity_type,entity_text,operator,value_type,value,unit,computability,evidence_text,layer1a_issues,layer1b_flags,layer1c_warnings,layer1d_issues,all_layer1_codes,layer1_policy_bucket,layer1_policy_severity,layer1_policy_action_hint,layer1_policy_reasons,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_execution_issue_count
A,NCT02668016,NCT02668016_exc__item5_C2,NCT02668016_exc__item5,C2,exclusion_criteria.children[4].children[1],other,participants taking ezetimibe will not be excluded,exists,null,,,partial,but will not exclude participants taking ezetimibe,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item6_C1,NCT02668016_exc__item6,C1,exclusion_criteria.children[5].children[0],observation,severe previous reaction,exists,null,,,partial,Severe previous reaction or reaction considered immunological,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item6_C2,NCT02668016_exc__item6,C2,exclusion_criteria.children[5].children[1],observation,immunological reaction,exists,null,,,partial,Severe previous reaction or reaction considered immunological,,,critical_qualifier_missing_from_entity,,layer1c:critical_qualifier_missing_from_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:critical_qualifier_missing_from_entity,1.0,1,0
A,NCT02668016,NCT02668016_exc__item6_C3,NCT02668016_exc__item6,C3,exclusion_criteria.children[5].children[2],lab,alanine transaminase,>,scalar,3,,computable,"such as anaphylaxis, facial swelling, severe rash, muscle ache with rise in serum creatine kinase, inflammatory myopathy, rhabdomyolysis or liver function abnormalities (aspartate transaminase (AST) or alanine transaminase (ALT) greater than 3 times upper limit or normal)",,duplicate_identical_leaf,critical_qualifier_missing_from_entity,,layer1b:duplicate_identical_leaf;layer1c:critical_qualifier_missing_from_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:critical_qualifier_missing_from_entity,1.0,1,0
A,NCT02668016,NCT02668016_exc__item6_C4,NCT02668016_exc__item6,C4,exclusion_criteria.children[5].children[3],lab,alanine transaminase,>,scalar,3,,computable,"such as anaphylaxis, facial swelling, severe rash, muscle ache with rise in serum creatine kinase, inflammatory myopathy, rhabdomyolysis or liver function abnormalities (aspartate transaminase (AST) or alanine transaminase (ALT) greater than 3 times upper limit or normal)",,duplicate_identical_leaf,critical_qualifier_missing_from_entity,,layer1b:duplicate_identical_leaf;layer1c:critical_qualifier_missing_from_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:critical_qualifier_missing_from_entity,1.0,1,0
A,NCT02668016,NCT02668016_exc__item6_C5,NCT02668016_exc__item6,C5,exclusion_criteria.children[5].children[4],lab,alanine transaminase,>,scalar,3,,computable,"such as anaphylaxis, facial swelling, severe rash, muscle ache with rise in serum creatine kinase, inflammatory myopathy, rhabdomyolysis or liver function abnormalities (aspartate transaminase (AST) or alanine transaminase (ALT) greater than 3 times upper limit or normal)",,duplicate_identical_leaf,critical_qualifier_missing_from_entity,,layer1b:duplicate_identical_leaf;layer1c:critical_qualifier_missing_from_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:critical_qualifier_missing_from_entity,1.0,1,0
A,NCT02668016,NCT02668016_exc__item6_C6,NCT02668016_exc__item6,C6,exclusion_criteria.children[5].children[5],lab,serum creatine kinase,>,scalar,3,,computable,"such as anaphylaxis, facial swelling, severe rash, muscle ache with rise in serum creatine kinase, inflammatory myopathy, rhabdomyolysis or liver function abnormalities (aspartate transaminase (AST) or alanine transaminase (ALT) greater than 3 times upper limit or normal)",,,critical_qualifier_missing_from_entity,,layer1c:critical_qualifier_missing_from_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:critical_qualifier_missing_from_entity,1.0,1,0
A,NCT02668016,NCT02668016_exc__item6_C7,NCT02668016_exc__item6,C7,exclusion_criteria.children[5].children[6],lab,alanine transaminase,>,scalar,3,,computable,"such as anaphylaxis, facial swelling, severe rash, muscle ache with rise in serum creatine kinase, inflammatory myopathy, rhabdomyolysis or liver function abnormalities (aspartate transaminase (AST) or alanine transaminase (ALT) greater than 3 times upper limit or normal)",,duplicate_identical_leaf,critical_qualifier_missing_from_entity,,layer1b:duplicate_identical_leaf;layer1c:critical_qualifier_missing_from_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:critical_qualifier_missing_from_entity,1.0,1,0
A,NCT02668016,NCT02668016_exc__item6_C8,NCT02668016_exc__item6,C8,exclusion_criteria.children[5].children[7],lab,alanine transaminase,>,scalar,3,,computable,"such as anaphylaxis, facial swelling, severe rash, muscle ache with rise in serum creatine kinase, inflammatory myopathy, rhabdomyolysis or liver function abnormalities (aspartate transaminase (AST) or alanine transaminase (ALT) greater than 3 times upper limit or normal)",,duplicate_identical_leaf,critical_qualifier_missing_from_entity,,layer1b:duplicate_identical_leaf;layer1c:critical_qualifier_missing_from_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:critical_qualifier_missing_from_entity,1.0,1,0
A,NCT02668016,NCT02668016_exc__item6_C9,NCT02668016_exc__item6,C9,exclusion_criteria.children[5].children[8],lab,alanine transaminase,>,scalar,3,,computable,"such as anaphylaxis, facial swelling, severe rash, muscle ache with rise in serum creatine kinase, inflammatory myopathy, rhabdomyolysis or liver function abnormalities (aspartate transaminase (AST) or alanine transaminase (ALT) greater than 3 times upper limit or normal)",,duplicate_identical_leaf,critical_qualifier_missing_from_entity,,layer1b:duplicate_identical_leaf;layer1c:critical_qualifier_missing_from_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:critical_qualifier_missing_from_entity,1.0,1,0
A,NCT02668016,NCT02668016_exc__item7_C1,NCT02668016_exc__item7,C1,exclusion_criteria.children[6],other,side-effects taking longer than 2 weeks to develop,exists,null,,,partial,Side-effects taking longer than 2 weeks to develop,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item8_C1,NCT02668016_exc__item8,C1,exclusion_criteria.children[7].children[0],condition,intolerance,exists,null,,,computable,History of statin intolerance with drug interaction to antiretroviral drugs.,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item8_C2,NCT02668016_exc__item8,C2,exclusion_criteria.children[7].children[1],condition,intolerance,exists,null,,,computable,History of statin intolerance with drug interaction to antiretroviral drugs.,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item9_C1,NCT02668016_exc__item9,C1,exclusion_criteria.children[8].children[0],condition,intolerance,exists,null,,,computable,History of statin intolerance,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item9_C2,NCT02668016_exc__item9,C2,exclusion_criteria.children[8].children[1],drug,history of intolerance to any other drug,exists,null,,,computable,to any other drug,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item10_C1,NCT02668016_exc__item10,C1,exclusion_criteria.children[9].children[0],demographic,pregnant,exists,null,,,computable,Pregnant,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item10_C2,NCT02668016_exc__item10,C2,exclusion_criteria.children[9].children[1],other,breast feeding,exists,null,,,partial,breast feeding,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item11_C1,NCT02668016_exc__item11,C1,exclusion_criteria.children[10],other,side effects taking longer than 2 weeks to present,exists,null,,,partial,Side effects taking longer than 2 weeks to present.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item12_C1,NCT02668016_exc__item12,C1,exclusion_criteria.children[11],other,"in clinical judgement of study doctor, participant should not participate",exists,null,,,non_computable,"In clinical judgement of study doctor, participant should not participate.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03344887,NCT03344887_inc__item1_C1,NCT03344887_inc__item1,C1,inclusion_criteria.children[0],other,patients are excluding neonates,exists,null,,,partial,All patients (excluding neonates),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03344887,NCT03344887_inc__item1_C2,NCT03344887_inc__item1,C2,inclusion_criteria.children[1],condition,anemia,exists,null,,,computable,requiring one or more allogeneic RBC transfusions for the treatment of anemia,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03344887,NCT03344887_exc__item1_C1,NCT03344887_exc__item1,C1,exclusion_criteria.children[0],other,have a valid Ontario Health Insurance Plan (OHIP) number at time of first transfusion,not_exists,null,,,computable,do not have a valid Ontario Health Insurance Plan (OHIP) number at time of first transfusion,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03344887,NCT03344887_exc__item2_C1,NCT03344887_exc__item2,C1,exclusion_criteria.children[1].children[0],procedure,RBC transfusion,exists,null,,,computable,require emergent release of a RBC transfusion,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03344887,NCT03344887_exc__item2_C2,NCT03344887_exc__item2,C2,exclusion_criteria.children[1].children[1],procedure,emergency randomization,not_exists,null,,,computable,emergency randomization could not be completed,,,temporal_marker_without_temporal_context,,layer1c:temporal_marker_without_temporal_context,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:temporal_marker_without_temporal_context,1.0,1,0
A,NCT03344887,NCT03344887_exc__item3_C1,NCT03344887_exc__item3,C1,exclusion_criteria.children[2].children[0],condition,complex antibody profile,exists,null,,,computable,Patients with complex antibody profile,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03344887,NCT03344887_exc__item3_C2,NCT03344887_exc__item3,C2,exclusion_criteria.children[2].children[1],other,it is impossible to match RBC units,exists,null,,,partial,in which it is impossible to match RBC units,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00401245,NCT00401245_inc__item1_C1,NCT00401245_inc__item1,C1,inclusion_criteria.children[0].children[0],condition,healthy,exists,null,,,computable,Generally healthy,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00401245,NCT00401245_inc__item1_C2,NCT00401245_inc__item1,C2,inclusion_criteria.children[0].children[1],condition,postmenopausal,exists,null,,,computable,postmenopausal woman,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00401245,NCT00401245_inc__item1_C3,NCT00401245_inc__item1,C3,inclusion_criteria.children[0].children[2],condition,hot flushes,exists,null,,,computable,seeks treatment for hot flushes,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00401245,NCT00401245_inc__item2_C1,NCT00401245_inc__item2,C1,inclusion_criteria.children[1].children[0],condition,spontaneous amenorrhea,>=,scalar,12,months,computable,At least 12 months of spontaneous amenorrhea,,,comparison_with_non_quantitative_entity,,layer1c:comparison_with_non_quantitative_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:comparison_with_non_quantitative_entity,1.0,1,0
A,NCT00401245,NCT00401245_inc__item2_C2,NCT00401245_inc__item2,C2,inclusion_criteria.children[1].children[1],lab,serum follicle-stimulating hormone (FSH) levels,>,scalar,6,months,computable,At least 6 months of spontaneous amenorrhea with serum follicle-stimulating hormone (FSH) levels > 40 mIU/mL,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00401245,NCT00401245_inc__item2_C3,NCT00401245_inc__item2,C3,inclusion_criteria.children[1].children[2],lab,serum follicle-stimulating hormone (FSH) levels,>,scalar,40,,computable,serum follicle-stimulating hormone (FSH) levels > 40 mIU/mL,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00401245,NCT00401245_inc__item2_C4,NCT00401245_inc__item2,C4,inclusion_criteria.children[1].children[3],procedure,hysterectomy,>=,scalar,6,weeks,computable,At least 6 weeks postsurgical bilateral oophorectomy (with or without hysterectomy),,,comparison_with_non_quantitative_entity,,layer1c:comparison_with_non_quantitative_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:comparison_with_non_quantitative_entity,1.0,1,0
A,NCT00401245,NCT00401245_inc__item2_C5,NCT00401245_inc__item2,C5,inclusion_criteria.children[1].children[4],procedure,hysterectomy,exists,null,,,computable,with or without hysterectomy,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00401245,NCT00401245_inc__item2_C6,NCT00401245_inc__item2,C6,inclusion_criteria.children[1].children[5],procedure,hysterectomy,not_exists,null,,,computable,with or without hysterectomy,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00401245,NCT00401245_inc__item2_C7,NCT00401245_inc__item2,C7,inclusion_criteria.children[1].children[6],lab,serum FSH levels,>,scalar,40,,computable,Hysterectomized without bilateral oophorectomy and with serum FSH levels >40 mIU/mL.,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00401245,NCT00401245_inc__item2_C8,NCT00401245_inc__item2,C8,inclusion_criteria.children[1].children[7],procedure,bilateral oophorectomy,not_exists,null,,,computable,without bilateral oophorectomy,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00401245,NCT00401245_inc__item2_C9,NCT00401245_inc__item2,C9,inclusion_criteria.children[1].children[8],lab,serum FSH levels,>,scalar,40,,computable,with serum FSH levels >40 mIU/mL,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00401245,NCT00401245_exc__item1_C1,NCT00401245_exc__item1,C1,exclusion_criteria.children[0].children[0],condition,seizure disorder,exists,null,,,computable,History of a seizure disorder other than a single childhood febrile seizure.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00401245,NCT00401245_exc__item1_C2,NCT00401245_exc__item1,C2,exclusion_criteria.children[0].children[1],condition,childhood febrile seizure,exists,null,,,computable,other than a single childhood febrile seizure,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
