branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_a_risk_label,branch_a_leaf_support,branch_a_risk_score,branch_a_risk_reasons,branch_a_layer1_action_hint,branch_a_layer1_bucket,branch_a_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason,rescue_selected_source,rescue_local_validation_status,hybrid_b_reference_decision,hybrid_b_reference_rule
A,NCT02845427,NCT02845427_exc__item3_C1,NCT02845427_exc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,deep venous thrombosis,exists,null,null,,computable,,History of deep venous thrombosis,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02845427,NCT02845427_exc__item4_C1,NCT02845427_exc__item4,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,liver failure,exists,null,null,,computable,,Sever liver impairment (liver failure),high_support_not_auto_accept,0.996913,0.003087,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02845427,NCT02845427_exc__item5_C1,NCT02845427_exc__item5,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,renal impairment,exists,null,null,,computable,,Sever renal impairment,high_support_not_auto_accept,0.995407,0.004593,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02845427,NCT02845427_exc__item5_C2,NCT02845427_exc__item5,C2,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,creatinine,exists,null,null,,computable,,S. creatinine more than 3,review_priority,0.35,0.65,quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,A__NCT02845427_exc__item5_C2__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,partial,B_partial_computability
A,NCT02589691,NCT02589691_inc__item1_C1,NCT02589691_inc__item1,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,demographic,age <2 years,<,scalar,2,years,computable,,age <2 years,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02589691,NCT02589691_inc__item2_C1,NCT02589691_inc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,procedure,general anesthesia,exists,null,null,,computable,,indication of general anesthesia with tracheal intubation,high_support_not_auto_accept,0.995117,0.004883,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02589691,NCT02589691_inc__item3_C1,NCT02589691_inc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,procedure,inhalational induction,exists,null,null,,computable,,inhalational induction scheduled,high_support_not_auto_accept,0.995481,0.004519,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02589691,NCT02589691_inc__item4_C1,NCT02589691_inc__item4,C1,non_computable,2,branch_a_non_computable,A_non_computable,other,written informed consent of both parents,exists,null,null,,non_computable,Subjective or operational criterion.,written informed consent of both parents,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT02589691,NCT02589691_exc__item1_C1,NCT02589691_exc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,contra-indication,exists,null,null,,computable,,contra-indication to inhalational induction (full stomach),high_support_not_auto_accept,0.997399,0.002601,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02589691,NCT02589691_exc__item1_C2,NCT02589691_exc__item1,C2,partial,1,branch_a_partial_computability,A_partial_computability,other,full stomach,exists,null,null,,partial,Entity typing is weak and may require later review.,(full stomach),intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02589691,NCT02589691_exc__item2_C1,NCT02589691_exc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,contra-indication,exists,null,null,,computable,,contra-indication to the use of rocuronium,high_support_not_auto_accept,0.997218,0.002782,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02589691,NCT02589691_exc__item3_C1,NCT02589691_exc__item3,C1,accept,0,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,A_hybrid_from_B_accept,observation,American Society of Anesthesiologists score (ASA),=,scalar,"""III""",,computable,,American Society of Anesthesiologists score (ASA) III or IV,review_priority,0.5,0.5,entity_type_not_supported_by_best_anchor,continue_to_layer2,no_layer1_issue,none,A__NCT02589691_exc__item3_C1__A_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""history_context""]",,B_current,pass,accept,B_accept
A,NCT02589691,NCT02589691_exc__item3_C2,NCT02589691_exc__item3,C2,accept,0,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,A_hybrid_from_B_accept,observation,American Society of Anesthesiologists score (ASA),=,scalar,"""IV""",,computable,,American Society of Anesthesiologists score (ASA) III or IV,review_priority,0.5,0.5,entity_type_not_supported_by_best_anchor,continue_to_layer2,no_layer1_issue,none,A__NCT02589691_exc__item3_C2__A_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""history_context""]",,B_current,pass,accept,B_accept
A,NCT02589691,NCT02589691_exc__item4_C1,NCT02589691_exc__item4,C1,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,procedure,intracranial surgery,exists,null,null,,partial,"Temporal scope is unspecified (e.g., any history vs recent).",intracranial surgery,review_priority,0.4,0.6,temporal_marker_without_temporal_context|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT02589691_exc__item4_C1__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_computability_review
A,NCT02589691,NCT02589691_exc__item5_C1,NCT02589691_exc__item5,C1,partial,1,branch_a_partial_computability,A_partial_computability,other,parental refusal,exists,null,null,,partial,Entity typing is weak and may require later review.,parental refusal,intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT02589691,NCT02589691_exc__item6_C1,NCT02589691_exc__item6,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,other,affiliation to social security,not_exists,null,null,,computable,,absence of affiliation to social security,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT03404804,NCT03404804_inc__item1_C1,NCT03404804_inc__item1,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,other,children aged 3-16,exists,null,null,,partial,Entity typing is weak and may require later review.,Children aged 3-16,review_priority,0.35,0.65,no_bert_anchor|computability_partial|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_optional_review_partial
A,NCT03404804,NCT03404804_inc__item1_C2,NCT03404804_inc__item1,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,allergy,exists,null,null,,computable,,with a parent/guardian (hereafter termed parent) reported history of allergy to a penicillin antibiotic,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT03404804,NCT03404804_inc__item1_C3,NCT03404804_inc__item1,C3,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,condition,allergic reaction,>=,scalar,6,months,computable,,the reported allergic reaction occurred at least six months prior to the current PED visit,review_priority,0.45,0.55,operator_value_supported_but_value_not_found_in_evidence|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,human_review,B_rescue_unresolved
A,NCT03404804,NCT03404804_inc__item2_C1,NCT03404804_inc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,well enough to be discharged to home,exists,null,null,,computable,,Only children well enough to be discharged to home at the conclusion of the PED visit are eligible.,high_support_not_auto_accept,0.992043,0.007957,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item1_C1,NCT03404804_exc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,developmental delay,exists,null,null,,computable,,a history of developmental delay or inability to communicate the effects of an allergic reaction (non-verbal),high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03404804,NCT03404804_exc__item1_C2,NCT03404804_exc__item1,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,inability to communicate the effects,exists,null,null,,computable,,inability to communicate the effects of an allergic reaction (non-verbal),high_support_not_auto_accept,0.994465,0.005535,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item2_C1,NCT03404804_exc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,contraindication,exists,null,null,,computable,,Any contraindication to allergy testing will also result in exclusion,high_support_not_auto_accept,0.994542,0.005458,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item3_C1,NCT03404804_exc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,severe allergic reaction,exists,null,null,,computable,,history of a severe allergic reaction to skin tests,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item4_C1,NCT03404804_exc__item4,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,anaphylaxis,exists,null,null,,computable,,anaphylaxis in the past six weeks,high_support_not_auto_accept,0.997624,0.002376,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item5_C1,NCT03404804_exc__item5,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,pregnancy,exists,null,null,,computable,,"pregnancy,",high_support_not_auto_accept,0.989039,0.010961,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03404804,NCT03404804_exc__item6_C1,NCT03404804_exc__item6,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,drug,antihistamine,exists,null,null,,computable,,child took any antihistamine in the past three days,high_support_not_auto_accept,0.994859,0.005141,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item7_C1,NCT03404804_exc__item7,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,cardiac conditions,exists,null,null,,computable,,"child has a history of a condition that requires a beta blocker medicine for cardiac conditions, high blood pressure, migraine headaches, or eye drops for glaucoma",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item7_C2,NCT03404804_exc__item7,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,high blood pressure,exists,null,null,,computable,,"child has a history of a condition that requires a beta blocker medicine for cardiac conditions, high blood pressure, migraine headaches, or eye drops for glaucoma",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT03404804,NCT03404804_exc__item7_C3,NCT03404804_exc__item7,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,migraine headaches,exists,null,null,,computable,,"child has a history of a condition that requires a beta blocker medicine for cardiac conditions, high blood pressure, migraine headaches, or eye drops for glaucoma",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT03404804,NCT03404804_exc__item7_C4,NCT03404804_exc__item7,C4,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,glaucoma,exists,null,null,,computable,,"child has a history of a condition that requires a beta blocker medicine for cardiac conditions, high blood pressure, migraine headaches, or eye drops for glaucoma",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item8_C1,NCT03404804_exc__item8,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,rash,exists,null,null,,computable,,"Children who present to the PED with a rash, vomiting or current asthma symptoms including coughing, wheezing or breathing problems will also be excluded",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_semantic_high_risk
A,NCT03404804,NCT03404804_exc__item8_C2,NCT03404804_exc__item8,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,vomiting,exists,null,null,,computable,,"Children who present to the PED with a rash, vomiting or current asthma symptoms including coughing, wheezing or breathing problems will also be excluded",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_semantic_high_risk
A,NCT03404804,NCT03404804_exc__item8_C3,NCT03404804_exc__item8,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,asthma symptoms,exists,null,null,,computable,,"current asthma symptoms including coughing, wheezing or breathing problems",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item8_C4,NCT03404804_exc__item8,C4,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,asthma symptoms,exists,null,null,,computable,,"current asthma symptoms including coughing, wheezing or breathing problems",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT03404804,NCT03404804_exc__item8_C5,NCT03404804_exc__item8,C5,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,breathing problems,exists,null,null,,computable,,"current asthma symptoms including coughing, wheezing or breathing problems",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT03404804,NCT03404804_exc__item9_C1,NCT03404804_exc__item9,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,procedure,admitted,exists,null,null,,computable,,Patients being admitted to the hospital,high_support_not_auto_accept,0.945136,0.054864,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_optional_review_partial
A,NCT03404804,NCT03404804_exc__item9_C2,NCT03404804_exc__item9,C2,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,condition,ill,exists,null,null,,computable,,those who are deemed too acutely ill for participation,intermediate_support,0.674117,0.325883,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item9_C3,NCT03404804_exc__item9,C3,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,triage level,exists,null,null,,computable,,(triage level 1 or 2 or as determined by the ED patient care team),review_priority,0.35,0.65,quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT03404804_exc__item9_C3__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,partial,B_optional_review_partial
