plan_id,branch_to_update,criterion_id,document_id,item_uid,clause_id,execution_group,execution_priority,rescue_strategy,rescue_task_type,include_A_current,include_B_current,allow_new_llm_candidate,max_llm_attempts,requires_llm,requires_reverification,safe_to_apply_without_llm,blocked_from_auto_apply,b_candidate_allowed,b_candidate_reason,selection_policy,why_selected,why_deferred_or_blocked,source_branch,source_run_stage,source_candidate_kind,source_issue_codes,source_risk_reasons,source_diagnosis_summary,branch_a_risk_label,branch_a_leaf_support,branch_b_final_routing_decision,branch_b_semantic_grounding_risk_label,branch_b_semantic_grounding_support,branch_b_execution_risk_label,branch_b_execution_support,manual_A_pre_label,manual_B_pre_label,manual_A_pre_label_raw,manual_B_pre_label_raw,manual_A_pre_issue_type,manual_B_pre_issue_type,manual_B_vs_A_pre,manual_A_pre_is_error,manual_B_pre_is_error,target_branch_pre_label,target_branch_pre_is_error,has_any_manual_pre_label
B__NCT02637076_exc__item1_C1__B_main_llm_rescue__condition_exception_context_recovery,B,NCT02637076_exc__item1_C1,NCT02637076,NCT02637076_exc__item1,C1,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,condition_exception_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling,,computability_partial;condition_context_present_without_handling;condition_or_exception_marker_without_context;hard_semantic:condition_context_present_without_handling;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
B__NCT02637076_exc__item1_C2__B_main_llm_rescue__condition_exception_context_recovery,B,NCT02637076_exc__item1_C2,NCT02637076,NCT02637076_exc__item1,C2,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,condition_exception_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling,,computability_partial;condition_context_present_without_handling;condition_or_exception_marker_without_context;hard_semantic:condition_context_present_without_handling;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
B__NCT02637076_exc__item1_C3__B_main_llm_rescue__condition_exception_context_recovery,B,NCT02637076_exc__item1_C3,NCT02637076,NCT02637076_exc__item1,C3,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,condition_exception_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling,,computability_partial;condition_context_present_without_handling;condition_or_exception_marker_without_context;hard_semantic:condition_context_present_without_handling;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
B__NCT02637076_exc__item1_C4__B_main_llm_rescue__condition_exception_context_recovery,B,NCT02637076_exc__item1_C4,NCT02637076,NCT02637076_exc__item1,C4,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,condition_exception_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling,,computability_partial;condition_context_present_without_handling;condition_or_exception_marker_without_context;hard_semantic:condition_context_present_without_handling;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
B__NCT02637076_exc__item1_C5__B_main_llm_rescue__condition_exception_context_recovery,B,NCT02637076_exc__item1_C5,NCT02637076,NCT02637076_exc__item1,C5,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,condition_exception_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling,,computability_partial;condition_context_present_without_handling;condition_or_exception_marker_without_context;hard_semantic:condition_context_present_without_handling;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
B__NCT02637076_exc__item1_C6__B_main_llm_rescue__condition_exception_context_recovery,B,NCT02637076_exc__item1_C6,NCT02637076,NCT02637076_exc__item1,C6,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,condition_exception_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling,,computability_partial;condition_context_present_without_handling;condition_or_exception_marker_without_context;hard_semantic:condition_context_present_without_handling;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
B__NCT02637076_exc__item1_C7__B_main_llm_rescue__condition_exception_context_recovery,B,NCT02637076_exc__item1_C7,NCT02637076,NCT02637076_exc__item1,C7,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,condition_exception_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling,,computability_partial;condition_context_present_without_handling;condition_or_exception_marker_without_context;hard_semantic:condition_context_present_without_handling;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
B__NCT02668016_exc__item5_C2__B_main_llm_rescue__polarity_negation_repair,B,NCT02668016_exc__item5_C2,NCT02668016,NCT02668016_exc__item5,C2,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,polarity_negation_repair,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,negation_clause_with_exists_operator,,computability_partial;hard_semantic:negation_clause_with_exists_operator;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;negation_clause_with_exists_operator,,,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
B__NCT02668016_exc__item6_C3__B_main_llm_rescue__value_or_operator_recovery,B,NCT02668016_exc__item6_C3,NCT02668016,NCT02668016_exc__item6,C3,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,value_or_operator_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,categorical_value_missing;critical_qualifier_missing_from_entity,,categorical_value_missing;critical_modifier_missing:severe;critical_qualifier_missing_from_entity;hard_semantic:categorical_value_missing;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;quantitative_cue_not_represented;soft_semantic:critical_qualifier_missing_from_entity,,,llm_verifier,reference_review_priority,0.35,reference_high_support_not_auto_accept,0.9,,,,,,,missing,0,0,,0,0
B__NCT02668016_exc__item6_C4__B_main_llm_rescue__value_or_operator_recovery,B,NCT02668016_exc__item6_C4,NCT02668016,NCT02668016_exc__item6,C4,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,value_or_operator_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,categorical_value_missing;critical_qualifier_missing_from_entity,,categorical_value_missing;computability_partial;critical_modifier_missing:severe;critical_qualifier_missing_from_entity;hard_semantic:categorical_value_missing;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;quantitative_cue_not_represented;soft_semantic:critical_qualifier_missing_from_entity,,,llm_verifier,reference_review_priority,0.35,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
B__NCT02668016_exc__item6_C5__B_main_llm_rescue__value_or_operator_recovery,B,NCT02668016_exc__item6_C5,NCT02668016,NCT02668016_exc__item6,C5,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,value_or_operator_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,categorical_value_missing,,categorical_value_missing;computability_partial;hard_semantic:categorical_value_missing;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;quantitative_cue_not_represented,,,llm_verifier,reference_review_priority,0.35,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
B__NCT02668016_exc__item6_C6__B_main_llm_rescue__value_or_operator_recovery,B,NCT02668016_exc__item6_C6,NCT02668016,NCT02668016_exc__item6,C6,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,value_or_operator_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,categorical_value_missing;critical_qualifier_missing_from_entity;existence_operator_on_quantitative_phrase,,categorical_value_missing;computability_partial;critical_modifier_missing:severe;critical_qualifier_missing_from_entity;existence_operator_on_quantitative_phrase;hard_semantic:categorical_value_missing;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;quantitative_cue_not_represented;soft_semantic:critical_qualifier_missing_from_entity,,,llm_verifier,reference_review_priority,0.35,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
B__NCT02668016_exc__item6_C7__B_main_llm_rescue__value_or_operator_recovery,B,NCT02668016_exc__item6_C7,NCT02668016,NCT02668016_exc__item6,C7,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,value_or_operator_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,categorical_value_missing;critical_qualifier_missing_from_entity,,categorical_value_missing;critical_modifier_missing:severe;critical_qualifier_missing_from_entity;hard_semantic:categorical_value_missing;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;quantitative_cue_not_represented;soft_semantic:critical_qualifier_missing_from_entity,,,llm_verifier,reference_review_priority,0.35,reference_high_support_not_auto_accept,0.9,,,,,,,missing,0,0,,0,0
B__NCT02668016_exc__item6_C8__B_main_llm_rescue__value_or_operator_recovery,B,NCT02668016_exc__item6_C8,NCT02668016,NCT02668016_exc__item6,C8,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,value_or_operator_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,categorical_value_missing;critical_qualifier_missing_from_entity,,categorical_value_missing;critical_modifier_missing:severe;critical_qualifier_missing_from_entity;hard_semantic:categorical_value_missing;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;quantitative_cue_not_represented;soft_semantic:critical_qualifier_missing_from_entity,,,llm_verifier,reference_review_priority,0.35,reference_high_support_not_auto_accept,0.9,,,,,,,missing,0,0,,0,0
