review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,clause_id,clause_text,evidence_text,is_negated,connector_to_next,quantifier,A_leaf,B_leaf,manual_A_leaf_label,manual_B_leaf_label,manual_best_branch_A_B,manual_A_issue_type,manual_B_issue_type,manual_notes
I00001,NCT00319748,NCT00319748_inc,NCT00319748_inc__item1,1,inclusion,simple,Adequate performance status:,C1,adequate performance status,Adequate performance status:,FALSE,,,entity_type=lab | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Performance status scale and threshold for 'adequate' (e.g., ECOG/Karnofsky) not specified.",partial,partial,tie,missing_threshold; bad_entity_type,missing_threshold,"Both miss that 'adequate' requires a threshold (e.g., ECOG ?1); A mislabels as lab"
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C12,Schizotypal personality disorder,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,"entity_type=condition | entity=Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=",entity_type=condition | entity=Schizotypal personality disorder | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C13,Schizoid personality disorder,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,"entity_type=condition | entity=Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=",entity_type=condition | entity=Schizoid personality disorder | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C14,Antisocial personality disorder,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,"entity_type=condition | entity=Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=",entity_type=condition | entity=Antisocial personality disorder | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C15,other cognitive disorders,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,"entity_type=condition | entity=Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=",entity_type=condition | entity=other cognitive disorders | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Category 'other cognitive disorders' is not specified as a defined list of diagnoses.,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C16,other personality disorders,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,,,"entity_type=condition | entity=Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=",entity_type=condition | entity=other personality disorders | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Category 'other personality disorders' is not specified as a defined list of diagnoses.,,,,,,
I01045,NCT03376763,NCT03376763_exc,NCT03376763_exc__item3,3,exclusion,non_computable,Subjects with diseases of the central nervous system that may impact the assessment of the psychotic symptoms as per investigator's opinion.,C1,diseases of the central nervous system,Subjects with diseases of the central nervous system that may impact the assessment of the psychotic symptoms as per investigator's opinion.,FALSE,AND,,entity_type=condition | entity=diseases | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=diseases of the central nervous system | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Specific CNS diseases are not specified; broad category may be difficult to operationalize consistently.,,,,,,
I01045,NCT03376763,NCT03376763_exc,NCT03376763_exc__item3,3,exclusion,non_computable,Subjects with diseases of the central nervous system that may impact the assessment of the psychotic symptoms as per investigator's opinion.,C2,diseases of the central nervous system may impact the assessment of the psychotic symptoms as per investigator's opinion,diseases of the central nervous system that may impact the assessment of the psychotic symptoms as per investigator's opinion.,FALSE,,,entity_type=condition | entity=diseases | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=diseases of the central nervous system may impact the assessment of the psychotic symptoms as per investigator's opinion | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Requires investigator opinion about impact on assessment of psychotic symptoms; subjective and not reliably derivable from structured patient data.,,,,,,
I01046,NCT03376763,NCT03376763_exc,NCT03376763_exc__item4,4,exclusion,temporal,Subjects who have been treated with clozapine or long-acting injectable antipsychotic drugs within 3 months prior to the screening.,C1,have been treated with clozapine within 3 months prior to the screening,treated with clozapine or long-acting injectable antipsychotic drugs within 3 months prior to the screening,FALSE,OR,,"entity_type=drug | entity=clozapine | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 3, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=None | computability=computable | reason=","entity_type=drug | entity=clozapine | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 3, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=prior | computability=computable | reason=",,,,,,
I01046,NCT03376763,NCT03376763_exc,NCT03376763_exc__item4,4,exclusion,temporal,Subjects who have been treated with clozapine or long-acting injectable antipsychotic drugs within 3 months prior to the screening.,C2,have been treated with long-acting injectable antipsychotic drugs within 3 months prior to the screening,treated with clozapine or long-acting injectable antipsychotic drugs within 3 months prior to the screening,FALSE,,,"entity_type=drug | entity=long-acting injectable antipsychotic drugs | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 3, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=None | computability=computable | reason=","entity_type=drug | entity=long-acting injectable antipsychotic drugs | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 3, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Specific long-acting injectable antipsychotic agent(s) not specified; may be difficult to operationalize without a defined drug list.",,,,,,
I01047,NCT03376763,NCT03376763_exc,NCT03376763_exc__item5,5,exclusion,temporal,"Subjects who have been treated over maximum maintenance dose (as specified in each label) of oral antipsychotics at screening. (e.g. Aripiprazole>30mg/day, Olanzapine>20mg/day, Risperidone > 6mg/day, Quetiapine > 750mg/day)",C1,treated over maximum maintenance dose (as specified in each label) of oral antipsychotics at screening,Subjects who have been treated over maximum maintenance dose (as specified in each label) of oral antipsychotics at screening.,FALSE,,,entity_type=drug | entity=oral antipsychotics | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=drug | entity=oral antipsychotics over maximum maintenance dose | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""screening""} | history=current | computability=partial | reason=Maximum maintenance dose varies by specific oral antipsychotic label; threshold not fully specified for all drugs in this clause.",,,,,,
