plan_id,branch_to_update,criterion_id,final_decision,selected_source,apply_status,apply_action,skip_reason,changed_fields,old_entity_text,new_entity_text,old_operator,new_operator,old_value_type,new_value_type,old_value,new_value,old_unit,new_unit,old_computability,new_computability,local_validation_status,local_validation_reasons,decision,old_negated,new_negated,selection_reason,confidence
A__NCT02565277_exc__item2_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02565277_exc__item2_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""operator"", ""value"", ""value_type"", ""unit"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",influenza vaccine,community available influenza vaccine,<,exists,scalar,null,6,,months,,computable,partial,pass,[],select_candidate,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",medium
A__NCT02565277_exc__item4_C4__A_main_llm_rescue__temporal_context_recovery,A,NCT02565277_exc__item4_C4,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",chemotherapy,chemotherapy treatment,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02565277_inc__item3_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02565277_inc__item3_C1,select_candidate,B_dejure_best,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",major cardiac surgery,major cardiac surgery using cardiopulmonary bypass,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; corresponding Branch B was also routed to De Jure rescue. Using validated Branch B result from source=LLM_candidate_1.,high
A__NCT02565277_inc__item3_C2__A_main_llm_rescue__temporal_context_recovery,A,NCT02565277_inc__item3_C2,select_candidate,B_current,no_change,no_update,candidate_identical_to_target_leaf,[],cardiopulmonary bypass,cardiopulmonary bypass,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02570347_inc__item2_C3__A_main_llm_rescue__polarity_negation_repair,A,NCT02570347_inc__item2_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""operator"", ""history_context"", ""computability"", ""non_computable_reason""]",systemic features,systemic features,not_exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02570347_inc__item4_C1__A_main_llm_rescue__history_context_recovery,A,NCT02570347_inc__item4_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",antibiotic treatment,antibiotic treatment,not_exists,not_exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02584140_inc__item4_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02584140_inc__item4_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],Ag/Ab test,Ag/Ab test,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02584140_inc__item7_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02584140_inc__item7_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",rectal or vaginal gonorrhea or syphilis,rectal gonorrhea diagnosis,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",medium
A__NCT02584140_inc__item7_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02584140_inc__item7_C2,select_candidate,B_dejure_best,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",rectal or vaginal gonorrhea or syphilis,vaginal gonorrhea,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; corresponding Branch B was also routed to De Jure rescue. Using validated Branch B result from source=LLM_candidate_2.,high
A__NCT02584140_inc__item7_C3__A_main_llm_rescue__value_or_operator_recovery,A,NCT02584140_inc__item7_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",rectal or vaginal gonorrhea or syphilis,syphilis diagnosis,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",medium
A__NCT02584140_inc__item8_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02584140_inc__item8_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",post-exposure prophylaxis (PEP) use during,post-exposure prophylaxis (PEP) use,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02589691_exc__item3_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02589691_exc__item3_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""history_context""]",American Society of Anesthesiologists score (ASA),American Society of Anesthesiologists score (ASA),exists,=,null,scalar,,III,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02589691_exc__item3_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02589691_exc__item3_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""history_context""]",American Society of Anesthesiologists score (ASA),American Society of Anesthesiologists score (ASA),exists,=,null,scalar,,IV,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02589691_exc__item4_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02589691_exc__item4_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""history_context"", ""computability"", ""non_computable_reason""]",intracranial surgery,intracranial surgery,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02604459_exc__item3_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02604459_exc__item3_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",Delirium,delirium,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02604459_exc__item3_C2__A_main_llm_rescue__temporal_context_recovery,A,NCT02604459_exc__item3_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",Delirium,delirium,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",medium
A__NCT02604459_exc__item4_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02604459_exc__item4_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""computability"", ""non_computable_reason""]",Emergency surgery,emergency surgery,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02604459_inc__item2_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02604459_inc__item2_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",Hip fracture surgery,hip fracture surgery scheduled,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02604459_inc__item2_C2__A_main_llm_rescue__temporal_context_recovery,A,NCT02604459_inc__item2_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""history_context""]",general anesthesia,general anesthesia,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",medium
A__NCT02609048_exc__item11_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02609048_exc__item11_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""temporal_context"", ""history_context""]",colchicine,colchicine,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02609048_exc__item11_C2__A_main_llm_rescue__temporal_context_recovery,A,NCT02609048_exc__item11_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""temporal_context"", ""history_context""]",methotrexate,methotrexate,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02609048_exc__item11_C3__A_main_llm_rescue__temporal_context_recovery,A,NCT02609048_exc__item11_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""temporal_context"", ""history_context""]",azathioprine,azathioprine,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02609048_exc__item11_C4__A_main_llm_rescue__temporal_context_recovery,A,NCT02609048_exc__item11_C4,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",systemic steroids,systemic steroids,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02609048_exc__item6_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02609048_exc__item6_C1,select_candidate,B_current,no_change,no_update,candidate_identical_to_target_leaf,[],alpha-1-Antitrypsin deficiency,alpha-1-Antitrypsin deficiency,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02609048_inc__item3_C3__A_main_llm_rescue__temporal_context_recovery,A,NCT02609048_inc__item3_C3,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],PBC,PBC,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
